lsoa_code,ward_code
E01021030,E05011585
E01021031,E05011585
E01021032,E05011586
E01021033,E05011587
E01021034,E05011587
E01021035,E05011587
E01021036,E05011588
E01021037,E05011588
E01021038,E05011588
E01021039,E05011589
E01021040,E05011589
E01021041,E05011589
E01021042,E05011589
E01021043,E05011589
E01021044,E05011591
E01021045,E05011591
E01021046,E05011590
E01021047,E05011590
E01021048,E05011591
E01021049,E05011591
E01021050,E05011590
E01021051,E05011590
E01021052,E05011592
E01021053,E05011592
E01021054,E05011593
E01021055,E05011593
E01021056,E05011593
E01021057,E05011593
E01021058,E05011594
E01021059,E05011594
E01021060,E05011594
E01021061,E05011595
E01021062,E05011595
E01021063,E05011595
E01021064,E05011596
E01021065,E05011596
E01021066,E05011596
E01021067,E05011597
E01021068,E05011597
E01021069,E05011598
E01021070,E05011598
E01021071,E05011598
E01021072,E05011599
E01021073,E05011599
E01021074,E05011599
E01021075,E05011600
E01021076,E05011600
E01021077,E05011600
E01021078,E05011601
E01021079,E05011601
E01021080,E05011601
E01021081,E05011602
E01021082,E05011602
E01021083,E05011602
E01021084,E05011618
E01021085,E05011623
E01021086,E05011618
E01021087,E05011622
E01021088,E05011613
E01021089,E05011622
E01021090,E05011604
E01021091,E05011604
E01021092,E05011604
E01021093,E05011605
E01021094,E05011605
E01021095,E05011605
E01021096,E05011615
E01021097,E05011615
E01021098,E05011614
E01021099,E05011614
E01021100,E05011614
E01021101,E05011624
E01021102,E05011616
E01021103,E05011616
E01021104,E05011619
E01021105,E05011622
E01021106,E05011606
E01021107,E05011606
E01021108,E05011606
E01021109,E05011624
E01021110,E05011624
E01021111,E05011607
E01021112,E05011607
E01021113,E05011607
E01021114,E05011619
E01021115,E05011619
E01021116,E05011616
E01021117,
E01021118,E05011621
E01021119,E05011621
E01021120,E05011609
E01021121,E05011609
E01021122,E05011609
E01021123,E05011611
E01021124,E05011611
E01021125,E05011611
E01021126,E05011608
E01021127,E05011608
E01021128,E05011608
E01021129,E05011612
E01021130,E05011612
E01021131,E05011612
E01021132,E05011620
E01021133,E05011620
E01021134,E05011617
E01021135,E05011610
E01021136,E05011610
E01021137,E05011610
E01021138,E05011610
E01021139,E05011617
E01021140,E05011617
E01021141,E05011614
E01021142,E05011625
E01021143,E05011658
E01021144,E05011626
E01021145,E05011638
E01021146,E05011652
E01021147,E05011627
E01021148,E05011625
E01021149,E05011653
E01021150,E05011636
E01021151,E05011631
E01021152,E05011632
E01021153,E05011628
E01021154,E05011629
E01021155,E05011629
E01021156,E05011628
E01021157,E05011630
E01021158,E05011629
E01021159,E05011645
E01021160,E05011628
E01021161,E05011628
E01021162,E05011632
E01021163,E05011634
E01021164,E05011634
E01021165,E05011634
E01021166,E05011658
E01021167,E05011635
E01021168,E05011634
E01021169,E05011645
E01021170,E05011636
E01021171,E05011637
E01021172,E05011665
E01021173,E05011665
E01021174,E05011648
E01021175,E05011641
E01021176,E05011639
E01021177,E05011639
E01021178,E05011640
E01021179,E05011640
E01021180,E05011643
E01021181,E05011625
E01021182,E05011644
E01021183,E05011643
E01021184,E05011643
E01021185,E05011640
E01021186,E05011645
E01021187,E05011645
E01021188,E05011650
E01021189,E05011650
E01021190,E05011646
E01021191,E05011646
E01021192,E05011647
E01021193,E05011646
E01021194,E05011647
E01021196,E05011642
E01021198,E05011649
E01021199,E05011649
E01021200,E05011650
E01021201,E05011650
E01021202,E05011653
E01021203,E05011653
E01021204,E05011649
E01021205,E05011649
E01021206,E05011649
E01021207,E05011654
E01021208,E05011659
E01021209,E05011659
E01021210,E05011655
E01021211,E05011654
E01021213,E05011656
E01021214,E05011656
E01021215,E05011657
E01021216,E05011657
E01021217,E05011638
E01021218,E05011638
E01021219,E05011661
E01021220,E05011661
E01021221,E05011661
E01021222,E05011661
E01021223,E05011660
E01021224,E05011662
E01021225,E05011662
E01021226,E05011660
E01021227,E05011663
E01021228,E05011663
E01021229,E05011637
E01021230,E05011637
E01021231,E05011637
E01021232,E05011664
E01021233,E05011664
E01021234,E05011651
E01021235,E05011664
E01021236,E05011657
E01021237,E05015637
E01021238,E05015637
E01021239,E05015637
E01021240,E05015637
E01021241,E05015637
E01021242,E05015637
E01021243,E05015637
E01021244,E05015637
E01021245,E05015638
E01021246,E05015638
E01021247,E05015638
E01021248,E05015638
E01021249,E05015638
E01021250,E05015638
E01021251,E05015638
E01021252,E05015638
E01021253,E05015639
E01021254,E05015639
E01021255,E05015639
E01021256,E05015639
E01021257,E05015639
E01021258,E05015639
E01021259,E05015639
E01021260,E05015640
E01021261,E05015639
E01021262,E05015640
E01021263,E05015639
E01021264,E05015640
E01021265,E05015641
E01021266,E05015641
E01021267,E05015641
E01021268,E05015641
E01021269,E05015641
E01021270,E05015641
E01021271,E05015641
E01021272,E05015641
E01021273,E05015642
E01021274,E05015642
E01021275,E05015642
E01021276,E05015642
E01021277,E05015642
E01021279,E05015642
E01021280,E05015643
E01021281,E05015643
E01021282,E05015643
E01021283,E05015643
E01021284,E05015643
E01021285,E05015643
E01021286,E05015644
E01021287,E05015644
E01021288,E05015644
E01021289,E05015644
E01021290,E05015644
E01021291,E05015644
E01021292,E05015644
E01021293,E05015644
E01021294,E05015643
E01021295,E05015645
E01021297,E05015643
E01021298,E05015643
E01021299,E05015645
E01021300,E05015645
E01021301,E05015646
E01021302,E05015646
E01021303,E05015646
E01021304,E05015646
E01021305,E05015646
E01021306,E05015646
E01021307,E05015646
E01021308,E05015646
E01021309,E05015646
E01021310,E05015647
E01021311,E05015647
E01021312,E05015647
E01021313,E05015647
E01021314,E05015647
E01021315,E05015647
E01021316,E05015647
E01021317,E05015647
E01021318,E05015648
E01021319,E05015648
E01021320,E05015648
E01021321,E05015648
E01021322,E05015648
E01021323,E05015645
E01021324,E05015645
E01021325,E05015645
E01021326,E05015648
E01021327,E05015648
E01021328,E05015647
E01021329,E05015640
E01021330,E05015640
E01021331,E05015650
E01021332,E05015640
E01021333,E05015640
E01021334,E05015649
E01021335,E05015649
E01021336,E05015649
E01021337,E05015649
E01021338,E05015649
E01021339,E05015649
E01021340,E05015649
E01021341,E05015649
E01021342,E05015650
E01021343,E05015650
E01021344,E05015650
E01021345,E05015650
E01021346,E05015650
E01021347,E05010374
E01021348,E05012964
E01021349,E05010365
E01021350,E05010365
E01021351,E05010365
E01021352,E05010365
E01021353,E05010365
E01021354,E05010366
E01021355,E05010366
E01021356,E05010366
E01021357,E05010367
E01021358,E05010367
E01021359,E05010367
E01021360,E05012965
E01021361,E05010372
E01021362,E05012965
E01021364,E05010370
E01021365,E05010368
E01021366,E05010370
E01021367,E05010368
E01021368,E05010368
E01021369,E05010365
E01021370,E05010368
E01021371,E05010370
E01021372,E05010369
E01021374,E05010369
E01021375,E05010371
E01021376,E05010371
E01021377,E05010379
E01021378,E05010372
E01021379,E05010372
E01021380,E05010372
E01021381,E05012961
E01021382,E05012963
E01021383,E05010374
E01021384,E05010374
E01021385,E05010374
E01021386,E05010374
E01021387,E05012963
E01021388,E05012962
E01021389,E05012962
E01021390,E05012962
E01021391,E05012963
E01021392,E05012963
E01021393,E05012963
E01021394,E05012964
E01021395,E05012964
E01021396,E05012964
E01021397,E05010378
E01021398,E05010383
E01021399,E05010378
E01021400,E05010378
E01021401,E05010379
E01021402,E05010379
E01021403,E05010379
E01021404,E05010380
E01021405,E05010380
E01021406,E05010382
E01021407,E05010383
E01021408,E05010384
E01021409,E05010384
E01021410,E05010384
E01021411,E05010385
E01021412,E05010385
E01021413,E05010385
E01021414,E05010390
E01021415,E05012966
E01021416,E05012966
E01021417,E05012967
E01021418,E05012967
E01021419,E05012967
E01021420,E05012967
E01021422,E05010388
E01021423,E05012966
E01021424,E05010388
E01021425,E05010389
E01021426,E05010389
E01021427,E05010389
E01021428,E05010389
E01021429,E05010389
E01021430,E05010390
E01021431,E05015652
E01021432,E05015652
E01021433,E05015652
E01021434,E05015652
E01021435,E05015653
E01021437,E05015659
E01021438,E05015654
E01021441,E05015651
E01021442,E05015651
E01021443,E05015655
E01021444,E05015651
E01021445,E05015656
E01021446,E05015656
E01021447,E05015657
E01021448,E05015658
E01021449,E05015657
E01021450,E05015657
E01021451,E05015658
E01021452,E05015658
E01021453,E05015658
E01021454,E05015659
E01021455,E05015659
E01021456,E05015659
E01021457,E05015660
E01021458,E05015660
E01021459,E05015660
E01021460,E05015660
E01021461,E05015661
E01021462,E05015661
E01021463,E05015661
E01021464,E05015661
E01021465,E05015662
E01021466,E05015662
E01021467,E05015662
E01021468,E05015655
E01021469,E05015651
E01021470,E05015655
E01021471,E05015651
E01021472,E05015663
E01021473,E05015656
E01021474,E05015663
E01021475,E05015653
E01021476,E05015701
E01021477,E05015691
E01021478,E05015701
E01021479,E05015691
E01021480,E05015699
E01021481,E05015702
E01021482,E05015703
E01021483,E05015703
E01021484,E05015692
E01021485,E05015692
E01021486,E05015696
E01021487,E05015692
E01021488,E05015692
E01021489,E05015693
E01021490,E05015693
E01021491,E05015693
E01021492,E05015693
E01021493,E05015694
E01021494,E05015694
E01021495,E05015694
E01021496,E05015694
E01021497,E05015694
E01021498,E05015695
E01021499,E05015695
E01021500,E05015695
E01021501,E05015695
E01021502,E05015695
E01021503,E05015696
E01021504,E05015696
E01021505,E05015696
E01021506,E05015696
E01021507,E05015696
E01021508,E05015696
E01021509,E05015702
E01021510,E05015702
E01021511,E05015703
E01021512,E05015702
E01021513,E05015698
E01021514,E05015698
E01021515,E05015698
E01021516,E05015698
E01021517,E05015697
E01021518,E05015697
E01021519,E05015697
E01021520,E05015697
E01021521,E05015699
E01021522,E05015699
E01021523,E05015699
E01021524,E05015691
E01021525,E05015701
E01021526,E05015702
E01021527,E05015701
E01021528,E05015702
E01021529,E05015703
E01021530,E05015700
E01021531,E05015700
E01021532,E05015700
E01021533,E05004096
E01021535,E05004096
E01021536,E05004097
E01021537,E05004097
E01021538,E05004097
E01021539,E05004098
E01021540,E05004098
E01021542,E05004098
E01021543,E05004098
E01021544,E05004099
E01021545,E05004099
E01021546,E05004099
E01021547,E05004099
E01021548,E05004099
E01021550,E05004100
E01021551,E05004100
E01021552,E05004101
E01021553,E05004101
E01021554,E05004101
E01021555,E05004101
E01021556,E05015470
E01021557,E05015470
E01021558,E05015470
E01021559,E05015470
E01021560,E05015471
E01021561,E05015471
E01021562,E05015471
E01021563,E05015471
E01021564,E05015471
E01021565,E05015472
E01021566,E05015472
E01021568,E05004105
E01021569,E05004105
E01021570,E05004105
E01021571,E05004105
E01021572,E05004105
E01021573,E05004106
E01021575,E05004106
E01021576,E05004106
E01021577,E05015473
E01021578,E05015473
E01021579,E05015473
E01021580,E05015473
E01021582,E05015473
E01021583,E05004108
E01021584,E05004108
E01021585,E05004108
E01021586,E05004108
E01021587,E05004109
E01021588,E05004109
E01021589,E05004109
E01021590,E05004109
E01021591,E05004109
E01021592,E05004109
E01021593,E05004110
E01021595,E05004110
E01021596,E05004111
E01021597,E05004111
E01021598,E05004111
E01021599,E05004111
E01021600,E05004111
E01021601,E05004111
E01021602,E05004112
E01021604,E05004112
E01021605,E05004113
E01021606,E05004113
E01021607,E05004113
E01021608,E05004113
E01021609,E05004113
E01021610,E05004113
E01021611,E05004114
E01021612,E05004114
E01021613,E05004114
E01021614,E05004114
E01021615,E05004114
E01021617,E05004115
E01021618,E05004115
E01021619,E05004115
E01021620,E05004115
E01021621,E05004115
E01021622,E05004116
E01021623,E05004116
E01021624,E05004116
E01021625,E05004116
E01021626,E05004117
E01021627,E05004117
E01021628,E05004117
E01021629,E05004117
E01021631,E05004118
E01021632,E05004118
E01021633,E05004119
E01021634,E05004119
E01021635,E05004119
E01021636,E05004119
E01021637,E05010827
E01021638,E05010827
E01021639,E05010827
E01021640,E05010827
E01021641,E05010827
E01021642,E05010827
E01021643,E05010832
E01021644,E05010832
E01021645,E05010832
E01021646,E05010828
E01021647,E05010828
E01021648,E05010828
E01021650,E05010828
E01021651,E05010835
E01021652,E05010835
E01021653,E05010835
E01021655,E05010838
E01021656,E05010838
E01021657,E05010836
E01021658,E05010836
E01021659,E05010838
E01021660,E05010838
E01021661,E05010838
E01021662,E05010838
E01021663,E05010838
E01021664,E05010836
E01021665,E05010836
E01021666,E05010836
E01021667,E05010836
E01021668,E05010830
E01021669,E05010830
E01021670,E05010830
E01021671,E05010830
E01021673,E05010831
E01021674,E05010837
E01021675,E05010831
E01021676,E05010831
E01021677,E05010832
E01021678,E05010832
E01021683,E05010835
E01021684,E05010835
E01021687,E05010835
E01021688,E05010835
E01021689,E05010837
E01021690,E05010837
E01021691,E05010837
E01021692,E05010837
E01021693,E05010837
E01021694,E05010833
E01021695,E05010833
E01021696,E05010829
E01021697,E05010829
E01021698,E05010829
E01021699,E05010829
E01021700,E05010829
E01021702,E05010839
E01021703,E05010839
E01021704,E05010839
E01021705,E05010829
E01021706,E05010829
E01021707,E05010839
E01021708,E05010839
E01021709,E05010839
E01021710,E05010839
E01021711,E05010840
E01021713,E05010840
E01021714,E05010840
E01021715,E05010840
E01021717,E05010840
E01021718,E05010841
E01021719,E05010841
E01021720,E05010841
E01021721,E05010841
E01021722,E05010841
E01021723,E05010842
E01021724,E05010842
E01021725,E05010842
E01021726,E05010842
E01021727,E05010842
E01021728,E05010831
E01021729,E05010831
E01021730,E05010831
E01021731,E05010833
E01021732,E05010833
E01021733,E05010833
E01021734,E05010833
E01021735,E05010833
E01021736,E05010843
E01021737,E05010843
E01021738,E05010843
E01021739,E05010843
E01021740,E05010843
E01021741,E05015728
E01021742,E05015724
E01021743,E05015724
E01021744,E05015724
E01021745,E05015725
E01021746,E05015725
E01021747,E05015725
E01021748,E05015725
E01021749,E05015726
E01021750,E05015726
E01021751,E05015726
E01021752,E05015726
E01021753,E05015735
E01021754,E05015735
E01021755,E05015735
E01021756,E05015727
E01021757,E05015727
E01021758,E05015727
E01021759,E05015727
E01021760,E05015728
E01021761,E05015734
E01021762,E05015728
E01021763,E05015728
E01021764,E05015729
E01021765,E05015729
E01021766,E05015729
E01021767,E05015729
E01021768,E05015737
E01021769,E05015737
E01021770,E05015726
E01021771,E05015732
E01021772,E05015732
E01021773,E05015732
E01021774,E05015730
E01021775,E05015730
E01021776,E05015732
E01021777,E05015730
E01021778,E05015730
E01021779,E05015730
E01021780,E05015731
E01021781,E05015731
E01021782,E05015731
E01021783,E05015732
E01021784,E05015732
E01021785,E05015724
E01021786,E05015733
E01021787,E05015733
E01021788,E05015733
E01021789,E05015731
E01021790,E05015733
E01021791,E05015731
E01021792,E05015736
E01021793,E05015736
E01021794,E05015736
E01021795,E05015737
E01021796,E05015737
E01021797,E05015734
E01021798,E05015734
E01021799,E05015734
E01021800,E05015738
E01021801,E05015736
E01021802,E05015735
E01021803,E05015738
E01021804,E05015738
E01021805,E05015738
E01021806,E05015740
E01021807,E05015739
E01021808,E05015740
E01021809,E05015740
E01021810,E05015740
E01021811,E05015739
E01021812,E05015739
E01021813,E05015741
E01021814,E05015739
E01021815,E05015739
E01021816,E05015739
E01021817,E05015741
E01021818,E05015741
E01021819,E05015680
E01021820,E05015680
E01021821,E05015680
E01021822,E05015680
E01021823,E05015680
E01021824,E05015682
E01021825,E05015681
E01021826,E05015681
E01021827,E05015681
E01021828,E05015682
E01021829,E05015683
E01021830,E05015683
E01021831,E05015683
E01021832,E05015683
E01021833,E05015683
E01021834,E05015682
E01021835,E05015682
E01021836,E05015682
E01021837,E05015684
E01021838,E05015684
E01021839,E05015685
E01021840,E05015685
E01021841,E05015683
E01021842,E05015689
E01021843,E05015685
E01021844,E05015686
E01021845,E05015686
E01021846,E05015686
E01021847,E05015686
E01021848,E05015686
E01021849,E05015687
E01021850,E05015687
E01021851,E05015687
E01021852,E05015687
E01021853,E05015687
E01021854,E05015688
E01021855,E05015688
E01021856,E05015688
E01021858,E05015684
E01021859,E05015684
E01021860,E05015684
E01021861,E05015684
E01021862,E05015690
E01021863,E05015690
E01021864,E05015690
E01021865,E05015690
E01021866,E05015690
E01021867,E05015690
E01021868,E05015689
E01021869,E05015689
E01021870,E05015680
E01021871,E05015689
E01021873,E05004190
E01021874,E05004190
E01021875,E05004190
E01021878,E05004191
E01021879,E05004192
E01021880,E05004192
E01021881,E05004192
E01021882,E05004193
E01021883,E05004193
E01021884,E05004194
E01021885,E05004194
E01021886,E05004194
E01021887,E05004195
E01021888,E05004195
E01021889,
E01021890,
E01021891,E05004197
E01021892,E05004197
E01021893,E05004198
E01021894,E05004198
E01021895,E05004198
E01021896,E05004199
E01021897,E05004199
E01021898,E05004199
E01021899,E05004200
E01021900,E05004200
E01021901,E05004200
E01021902,E05004201
E01021903,E05004201
E01021904,E05004202
E01021905,E05004202
E01021906,E05004202
E01021907,E05004203
E01021908,E05004204
E01021909,E05004205
E01021910,E05004205
E01021911,E05004205
E01021912,E05004206
E01021913,E05004206
E01021914,E05010849
E01021915,E05010852
E01021916,E05010852
E01021917,E05010853
E01021918,E05010844
E01021919,E05010844
E01021920,E05010844
E01021921,E05010845
E01021922,E05010845
E01021923,E05010845
E01021924,E05010845
E01021925,E05010854
E01021926,E05010854
E01021927,E05010846
E01021928,E05010847
E01021929,E05010849
E01021930,E05010846
E01021931,E05010852
E01021932,E05010846
E01021933,E05010847
E01021934,E05010847
E01021935,E05010847
E01021936,E05010848
E01021937,E05010848
E01021938,E05010848
E01021939,E05010849
E01021940,E05010849
E01021941,E05010848
E01021942,E05010850
E01021943,E05010850
E01021944,E05010850
E01021945,E05010850
E01021946,E05010851
E01021947,E05010851
E01021948,E05010851
E01021949,E05010855
E01021950,E05010855
E01021951,E05010855
E01021952,E05010853
E01021953,E05010852
E01021954,E05010853
E01021955,E05010852
E01021956,E05010853
E01021957,E05010854
E01021958,E05010854
E01021959,E05010854
E01021960,E05010855
E01021961,E05010855
E01021962,E05010856
E01021963,E05010856
E01021964,E05010856
E01021965,E05010851
E01021966,E05010856
E01021967,E05011932
E01021968,E05011938
E01021969,E05011938
E01021970,E05011938
E01021971,E05011933
E01021972,E05011932
E01021973,E05011960
E01021974,E05011960
E01021975,E05011937
E01021976,E05011937
E01021977,E05011963
E01021978,E05011959
E01021979,E05011935
E01021980,E05011935
E01021981,E05011935
E01021982,E05011935
E01021983,E05011935
E01021984,E05011936
E01021985,E05011944
E01021986,E05011944
E01021987,E05011944
E01021988,E05011963
E01021989,E05011963
E01021990,E05011963
E01021991,E05011959
E01021992,E05011959
E01021993,E05011958
E01021994,E05011944
E01021995,E05011948
E01021996,E05011948
E01021997,E05011945
E01021998,E05011945
E01021999,E05011940
E01022000,E05011942
E01022001,E05011940
E01022002,E05011941
E01022004,E05011939
E01022005,E05011939
E01022006,E05011939
E01022007,E05011942
E01022008,E05011952
E01022009,E05011948
E01022010,E05011947
E01022011,E05011960
E01022012,E05011946
E01022013,E05011949
E01022014,E05011949
E01022015,E05011949
E01022016,E05011950
E01022017,E05011950
E01022018,E05011962
E01022019,E05011962
E01022020,E05011949
E01022021,E05011949
E01022022,E05011938
E01022023,E05011937
E01022024,E05011937
E01022025,E05011953
E01022026,E05011953
E01022027,E05011951
E01022028,E05011957
E01022030,E05011934
E01022031,E05011934
E01022032,E05011938
E01022033,E05011952
E01022034,E05011943
E01022035,E05011952
E01022036,E05011953
E01022037,E05011953
E01022038,E05011953
E01022039,E05011936
E01022040,E05011936
E01022041,E05011954
E01022042,E05011954
E01022043,E05011954
E01022044,E05011954
E01022045,E05011955
E01022046,E05011955
E01022047,E05011955
E01022048,E05011943
E01022049,E05011956
E01022050,E05011943
E01022051,E05011932
E01022052,E05011932
E01022053,E05011932
E01022054,E05011961
E01022055,E05011946
E01022056,E05011961
E01022057,E05009910
E01022058,E05009920
E01022059,E05009911
E01022060,E05009911
E01022061,E05009912
E01022062,E05009914
E01022063,E05009914
E01022064,E05009915
E01022067,E05009918
E01022068,E05009918
E01022069,E05009918
E01022070,E05009919
E01022071,E05009921
E01022072,E05009922
E01022073,E05009922
E01022074,E05009923
E01022075,E05009923
E01022076,E05009923
E01022077,E05009910
E01022078,E05009924
E01022079,E05009925
E01022080,E05009925
E01022081,E05009925
E01022082,E05009925
E01022083,E05009928
E01022084,E05009926
E01022085,E05009926
E01022086,E05009927
E01022087,E05009927
E01022088,E05009915
E01022089,E05009928
E01022092,E05014490
E01022093,E05014490
E01022094,E05009921
E01022095,E05014490
E01022096,E05009920
E01022097,E05009931
E01022098,E05009921
E01022099,E05009913
E01022100,E05015704
E01022101,E05015704
E01022102,E05015704
E01022104,E05015705
E01022105,E05015705
E01022106,E05015706
E01022107,E05015706
E01022108,E05015706
E01022109,E05015707
E01022110,E05015707
E01022111,E05015707
E01022112,E05015707
E01022113,E05015708
E01022114,E05015708
E01022115,E05015708
E01022116,E05015709
E01022117,E05015709
E01022118,E05015709
E01022119,E05015709
E01022120,E05015710
E01022121,E05015710
E01022122,E05015710
E01022123,E05015706
E01022124,E05015711
E01022125,E05015711
E01022126,E05015711
E01022127,E05015711
E01022128,E05015712
E01022129,E05015712
E01022130,E05015712
E01022131,E05015713
E01022132,E05015713
E01022133,E05015713
E01022134,E05015713
E01022135,E05015723
E01022136,E05015714
E01022137,E05015714
E01022138,E05015714
E01022139,E05015715
E01022140,E05015715
E01022141,E05015715
E01022142,E05015715
E01022143,E05015716
E01022144,E05015716
E01022145,E05015716
E01022146,E05015716
E01022147,E05015718
E01022148,E05015718
E01022149,E05015718
E01022150,E05015718
E01022151,E05015719
E01022152,E05015719
E01022153,E05015719
E01022154,E05015719
E01022155,E05015720
E01022156,E05015720
E01022157,E05015720
E01022159,E05015717
E01022160,E05015717
E01022161,E05015717
E01022162,E05015717
E01022163,E05015721
E01022164,E05015721
E01022165,E05015721
E01022166,E05015721
E01022167,E05015722
E01022168,E05015722
E01022169,E05015722
E01022170,E05015722
E01022171,E05015723
E01022172,E05015723
E01022173,E05015722
E01022174,E05015723
E01022175,E05010703
E01022176,E05010708
E01022177,E05010719
E01022178,E05010706
E01022179,E05010697
E01022181,E05010698
E01022182,E05010700
E01022183,E05010700
E01022184,E05010697
E01022185,E05010700
E01022186,E05015556
E01022187,E05015554
E01022188,E05010725
E01022189,E05010725
E01022190,E05010713
E01022191,E05010707
E01022192,E05010702
E01022193,E05010707
E01022194,E05010727
E01022195,E05010696
E01022196,E05010696
E01022197,E05015557
E01022198,E05010727
E01022199,E05010715
E01022200,E05010727
E01022201,E05015555
E01022202,E05010705
E01022203,E05010705
E01022204,E05010710
E01022205,E05010712
E01022207,E05010724
E01022208,E05010710
E01022209,E05010710
E01022210,E05010710
E01022211,E05010712
E01022213,E05010714
E01022215,E05010714
E01022216,E05015556
E01022217,E05010722
E01022218,E05010723
E01022219,E05010721
E01022220,E05010723
E01022221,E05010709
E01022222,E05010698
E01022224,E05010709
E01022225,E05010717
E01022226,E05012165
E01022227,E05012167
E01022228,E05012171
E01022229,E05012156
E01022230,E05012163
E01022231,E05012157
E01022232,E05012157
E01022233,E05012161
E01022234,E05012156
E01022235,E05012163
E01022236,E05012158
E01022237,E05012158
E01022238,E05012159
E01022239,E05012158
E01022240,E05012159
E01022241,E05012160
E01022242,E05012160
E01022243,E05012160
E01022244,E05012156
E01022245,E05012160
E01022246,E05012160
E01022247,E05012162
E01022248,E05012175
E01022249,E05012171
E01022250,E05012171
E01022251,E05012168
E01022252,E05012168
E01022253,E05012164
E01022254,E05012165
E01022255,E05012165
E01022256,E05012165
E01022257,E05012166
E01022258,E05012168
E01022259,E05012168
E01022260,E05012168
E01022261,E05012169
E01022262,E05012169
E01022263,E05012174
E01022264,E05012170
E01022265,E05012171
E01022266,E05012176
E01022267,E05012169
E01022268,E05012172
E01022269,E05012157
E01022270,E05012162
E01022271,E05012169
E01022272,E05012175
E01022273,E05012175
E01022274,E05012175
E01022275,E05012175
E01022276,E05010950
E01022277,E05010950
E01022278,E05010950
E01022279,E05010950
E01022280,E05010951
E01022281,E05010951
E01022282,E05010952
E01022283,E05010952
E01022284,E05010954
E01022285,E05010954
E01022286,E05010954
E01022287,E05010952
E01022288,E05010953
E01022289,E05010953
E01022290,E05010953
E01022291,E05010953
E01022292,E05010953
E01022293,E05010953
E01022294,E05010953
E01022295,E05010955
E01022296,E05010955
E01022297,E05010955
E01022298,E05010955
E01022299,E05010956
E01022300,E05010956
E01022301,E05010956
E01022302,E05010956
E01022303,E05010957
E01022304,E05010957
E01022305,E05010957
E01022306,E05010951
E01022307,E05010951
E01022308,E05010957
E01022309,E05010958
E01022310,E05010958
E01022311,E05010958
E01022312,E05010955
E01022313,E05010960
E01022314,E05010960
E01022315,E05010960
E01022316,E05010960
E01022317,E05010960
E01022318,E05010960
E01022319,E05010961
E01022320,E05010961
E01022321,E05010961
E01022322,E05010961
E01022323,E05010961
E01022324,E05010961
E01022325,E05010961
E01022326,E05010962
E01022327,E05010962
E01022328,E05010962
E01022329,E05010962
E01022330,E05010962
E01022331,E05010962
E01022332,E05010962
E01022333,E05010963
E01022334,E05010963
E01022335,E05010964
E01022336,E05010964
E01022338,E05010964
E01022339,E05010965
E01022340,E05010965
E01022341,E05010965
E01022342,E05010965
E01022343,E05010966
E01022344,E05010966
E01022345,E05010966
E01022346,E05010966
E01022350,E05013187
E01022351,E05010969
E01022352,E05010969
E01022353,E05010969
E01022354,E05013188
E01022355,E05013212
E01022356,E05013212
E01022357,E05010982
E01022358,E05013212
E01022359,E05010972
E01022360,E05010972
E01022361,E05010972
E01022362,E05013199
E01022363,E05010973
E01022364,E05010973
E01022366,E05013189
E01022367,E05013189
E01022368,E05013189
E01022369,E05013189
E01022370,E05010975
E01022371,E05010975
E01022372,E05010976
E01022373,E05010976
E01022374,E05010976
E01022375,E05010976
E01022376,E05015846
E01022377,E05010987
E01022378,E05015846
E01022379,E05015846
E01022381,E05013191
E01022382,E05013192
E01022383,E05013192
E01022384,E05013192
E01022385,E05013193
E01022386,E05013193
E01022387,E05013193
E01022388,E05013193
E01022389,E05010982
E01022390,E05010981
E01022391,E05010981
E01022392,E05010981
E01022393,E05013194
E01022394,E05013194
E01022395,E05013194
E01022396,E05015847
E01022397,E05015847
E01022398,E05010969
E01022399,E05010988
E01022400,E05015848
E01022401,E05015848
E01022402,E05015848
E01022403,E05015848
E01022404,E05015848
E01022405,E05010992
E01022406,E05010992
E01022407,E05010992
E01022408,E05013198
E01022409,E05013198
E01022410,E05013197
E01022411,E05010990
E01022413,E05010969
E01022414,E05010991
E01022415,E05013199
E01022416,E05013199
E01022417,E05013199
E01022418,E05013199
E01022421,E05012066
E01022423,E05012065
E01022424,E05012065
E01022425,E05015481
E01022426,E05015481
E01022427,E05015481
E01022428,E05015482
E01022429,E05015482
E01022430,E05015482
E01022431,E05015482
E01022432,E05015483
E01022433,E05015484
E01022434,E05015484
E01022437,E05012072
E01022438,E05015483
E01022439,E05012072
E01022440,E05015485
E01022441,E05012077
E01022442,E05012078
E01022443,E05012073
E01022444,E05012073
E01022445,E05012073
E01022447,E05015485
E01022448,E05012078
E01022449,E05015486
E01022450,E05012076
E01022451,E05012076
E01022452,E05012076
E01022453,E05015484
E01022454,E05012079
E01022455,E05015487
E01022456,E05012082
E01022457,E05012082
E01022458,E05012082
E01022459,E05012081
E01022460,E05012081
E01022461,E05012081
E01022462,E05012081
E01022463,E05012083
E01022464,E05012083
E01022465,E05012083
E01022466,E05015486
E01022467,E05013078
E01022468,E05013078
E01022469,E05013078
E01022470,E05013078
E01022471,E05013078
E01022472,E05013093
E01022473,E05013093
E01022474,E05013080
E01022475,E05013080
E01022476,E05013080
E01022477,E05013080
E01022478,E05013080
E01022479,E05013080
E01022480,E05013080
E01022481,E05013081
E01022482,E05013081
E01022484,E05013091
E01022485,E05013086
E01022486,E05013086
E01022487,E05013086
E01022488,E05013084
E01022489,E05013084
E01022490,E05013079
E01022491,E05013079
E01022492,E05013079
E01022493,E05013079
